Timestamp,roll,pitch,heading,rollRate,pitchRate,yawRate,groundSpeed,airSpeed,airSpeedSetpoint,climbRate,altitudeRelative,altitudeAMSL,altitudeTuning,altitudeTuningSetpoint,xTrackError,flightDistance,flightTime,distanceToHome,missionItemIndex,headingToNextWP,headingToHome,distanceToGCS,throttlePct,hobbs,battery0.id,battery0.batteryFunction,battery0.batteryType,battery0.voltage,battery0.current,battery0.mahConsumed,battery0.temperature,battery0.percentRemaining,battery0.timeRemaining,battery0.timeRemainingStr,battery0.chargeState,battery0.instantPower,clock.currentTime,clock.currentDate,distanceSensor.rotationNone,distanceSensor.rotationYaw45,distanceSensor.rotationYaw90,distanceSensor.rotationYaw135,distanceSensor.rotationYaw180,distanceSensor.rotationYaw225,distanceSensor.rotationYaw270,distanceSensor.rotationYaw315,distanceSensor.rotationPitch90,distanceSensor.rotationPitch270,distanceSensor.minDistance,distanceSensor.maxDistance,escStatus.index,escStatus.rpm1,escStatus.rpm2,escStatus.rpm3,escStatus.rpm4,escStatus.current1,escStatus.current2,escStatus.current3,escStatus.current4,escStatus.voltage1,escStatus.voltage2,escStatus.voltage3,escStatus.voltage4,estimatorStatus.goodAttitudeEsimate,estimatorStatus.goodHorizVelEstimate,estimatorStatus.goodVertVelEstimate,estimatorStatus.goodHorizPosRelEstimate,estimatorStatus.goodHorizPosAbsEstimate,estimatorStatus.goodVertPosAbsEstimate,estimatorStatus.goodVertPosAGLEstimate,estimatorStatus.goodConstPosModeEstimate,estimatorStatus.goodPredHorizPosRelEstimate,estimatorStatus.goodPredHorizPosAbsEstimate,estimatorStatus.gpsGlitch,estimatorStatus.accelError,estimatorStatus.velRatio,estimatorStatus.horizPosRatio,estimatorStatus.vertPosRatio,estimatorStatus.magRatio,estimatorStatus.haglRatio,estimatorStatus.tasRatio,estimatorStatus.horizPosAccuracy,estimatorStatus.vertPosAccuracy,gps.lat,gps.lon,gps.mgrs,gps.hdop,gps.vdop,gps.courseOverGround,gps.lock,gps.count,gps2.lat,gps2.lon,gps2.mgrs,gps2.hdop,gps2.vdop,gps2.courseOverGround,gps2.lock,gps2.count,hygrometer.temperature,hygrometer.humidity,hygrometer.hygrometerid,localPosition.x,localPosition.y,localPosition.z,localPosition.vx,localPosition.vy,localPosition.vz,localPositionSetpoint.x,localPositionSetpoint.y,localPositionSetpoint.z,localPositionSetpoint.vx,localPositionSetpoint.vy,localPositionSetpoint.vz,setpoint.roll,setpoint.pitch,setpoint.yaw,setpoint.rollRate,setpoint.pitchRate,setpoint.yawRate,temperature.temperature1,temperature.temperature2,temperature.temperature3,terrain.blocksPending,terrain.blocksLoaded,vibration.xAxis,vibration.yAxis,vibration.zAxis,vibration.clipCount1,vibration.clipCount2,vibration.clipCount3,wind.direction,wind.speed,wind.verticalSpeed
2022-11-27 15:14:53.627,0.3,0.1,57,0.0,0.0,-0.0,0.0,0.0,0.000,0.0,-0.2,443.9,-0.218,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:14:53,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.07,0.00,0.00,0.00,0.00,0.03,0.11,31.3637879,34.8771152,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,-0.0,0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:14:54.626,0.3,0.1,57,0.0,0.0,-0.1,0.0,0.0,0.000,-0.0,-0.2,443.9,-0.218,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:14:54,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.03,0.01,0.00,0.00,0.00,0.03,0.10,31.3637903,34.8771132,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,-0.0,0.0,0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:14:55.626,0.3,0.1,57,0.0,-0.0,-0.0,0.0,0.0,0.000,-0.0,-0.2,443.9,-0.218,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:14:55,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.03,0.01,0.00,0.00,0.00,0.03,0.10,31.3637902,34.8771136,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,-0.0,0.0,0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:14:56.626,0.3,0.1,57,0.0,-0.0,-0.1,0.0,0.0,0.000,0.0,-0.2,443.9,-0.218,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:14:56,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.01,0.00,0.00,0.00,0.00,0.03,0.10,31.3637906,34.8771141,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,-0.0,0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:14:57.626,0.3,0.1,57,0.0,0.0,0.0,0.0,0.0,0.000,-0.0,-0.2,443.9,-0.219,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:14:57,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.01,0.00,0.00,0.00,0.00,0.03,0.10,31.3637901,34.8771120,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,0.0,-0.0,0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:14:58.626,0.3,0.1,57,0.0,0.0,0.0,0.0,0.0,0.000,-0.0,-0.2,443.9,-0.219,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:14:58,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.04,0.00,0.00,0.00,0.00,0.03,0.10,31.3637910,34.8771141,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,-0.0,-0.0,0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:14:59.626,0.3,0.1,57,0.0,-0.1,0.0,0.0,0.0,0.000,-0.0,-0.2,443.9,-0.219,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:14:59,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.04,0.00,0.00,0.00,0.00,0.03,0.10,31.3637910,34.8771138,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,-0.0,-0.0,0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:15:00.626,0.3,0.1,57,-0.0,0.0,-0.0,0.0,0.0,0.000,0.0,-0.2,443.9,-0.219,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:15:00,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.04,0.00,0.00,0.00,0.00,0.03,0.10,31.3637895,34.8771149,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,-0.0,-0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-1.0,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:15:01.626,0.3,0.1,57,-0.0,0.0,0.0,0.0,0.0,0.000,-0.0,-0.0,443.9,-0.220,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:15:01,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.04,0.00,0.00,0.00,0.00,0.03,0.10,31.3637894,34.8771130,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,-0.0,-0.0,0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:15:02.626,0.3,0.1,57,-0.0,0.0,-0.1,0.0,0.0,0.000,-0.0,-0.0,443.9,-0.220,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:15:02,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.01,0.00,0.00,0.00,0.00,0.03,0.10,31.3637902,34.8771138,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,0.0,0.0,0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:15:03.626,0.3,0.1,57,0.0,-0.0,-0.0,0.0,0.0,0.000,-0.0,-0.0,443.9,-0.220,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:15:03,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.01,0.00,0.00,0.00,0.00,0.03,0.10,31.3637892,34.8771146,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,-0.0,0.0,0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:15:04.633,0.3,0.1,57,-0.1,0.0,0.0,0.0,0.0,0.000,0.0,-0.0,443.9,-0.220,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:15:04,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.03,0.00,0.00,0.00,0.00,0.03,0.10,31.3637902,34.8771133,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,-0.0,0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:15:05.629,0.3,0.1,57,0.0,-0.0,0.0,0.0,0.0,0.000,-0.0,-0.0,443.9,-0.221,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:15:05,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.03,0.00,0.00,0.00,0.00,0.03,0.10,31.3637901,34.8771125,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,-0.0,0.0,0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:15:06.627,0.3,0.1,57,-0.0,-0.1,0.0,0.0,0.0,0.000,0.0,-0.0,443.9,-0.221,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:15:06,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.03,0.00,0.00,0.00,0.00,0.03,0.10,31.3637899,34.8771149,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,0.0,0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:15:07.633,0.3,0.1,57,-0.0,-0.0,0.0,0.0,0.0,0.000,-0.0,-0.0,443.9,-0.221,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:15:07,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.03,0.00,0.00,0.00,0.00,0.03,0.10,31.3637907,34.8771118,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,0.0,0.0,0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:15:08.626,0.3,0.1,57,0.0,0.0,0.0,0.0,0.0,0.000,-0.0,-0.0,443.9,-0.221,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:15:08,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.05,0.00,0.00,0.00,0.00,0.03,0.09,31.3637889,34.8771152,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,0.0,-0.0,0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.8,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:15:09.627,0.3,0.1,57,-0.0,0.1,-0.0,0.0,0.0,0.000,-0.0,-0.0,443.9,-0.221,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:15:09,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.05,0.00,0.00,0.00,0.00,0.03,0.09,31.3637902,34.8771150,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,0.0,-0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.8,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:15:10.629,0.3,0.1,57,0.0,0.0,-0.0,0.0,0.0,0.000,0.0,-0.0,443.9,-0.221,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:15:10,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.03,0.00,0.00,0.00,0.00,0.03,0.09,31.3637893,34.8771140,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,0.0,-0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.8,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:15:11.629,0.3,0.1,57,0.0,-0.0,-0.0,0.0,0.0,0.000,-0.0,-0.0,443.9,-0.222,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:15:11,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.03,0.00,0.00,0.00,0.00,0.03,0.09,31.3637910,34.8771132,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,0.0,-0.0,0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.8,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:15:12.626,0.3,0.1,57,0.0,-0.1,-0.0,0.0,0.0,0.000,0.0,-0.0,443.9,-0.222,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:15:12,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.08,0.00,0.00,0.00,0.00,0.03,0.09,31.3637883,34.8771142,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,-0.0,0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:15:13.626,0.3,0.1,57,0.0,-0.0,0.0,0.0,0.0,0.000,0.0,-0.0,443.9,-0.222,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:15:13,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.08,0.00,0.00,0.00,0.00,0.03,0.09,31.3637909,34.8771128,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,-0.0,0.0,0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:15:14.627,0.3,0.1,57,0.0,-0.0,0.1,0.0,0.0,0.000,-0.0,-0.0,443.9,-0.222,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:15:14,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.10,0.00,0.00,0.00,0.00,0.03,0.09,31.3637896,34.8771165,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,-0.0,-0.0,0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-1.0,-0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:15:15.626,0.3,0.1,57,-0.0,0.0,0.0,0.0,0.0,0.000,0.0,-0.0,443.9,-0.223,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:15:15,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.10,0.00,0.00,0.00,0.00,0.03,0.09,31.3637891,34.8771157,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,-0.0,-0.0,0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2022-11-27 15:15:16.627,0.3,0.1,57,-0.0,0.0,-0.0,0.0,0.0,0.000,0.0,-0.0,443.9,-0.223,0.000,0.000,0.0,00:00:19,0.0,0,0,--.--,52518.0,0,0000:54:17,0,1,1,16.20,-1.00,0,--.--,100,--.--,--:--:--,1,-16.20,15:15:16,11/27/22,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,true,true,true,true,true,true,true,false,true,true,false,false,0.00,0.05,0.00,0.00,0.00,0.00,0.03,0.09,31.3637897,34.8771140,36RXV 78531 71442,0.0,0.0,0.0,3,15,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,0.2,0.1,0.3,-0.0,-0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,57.9,-1.9,-0.9,0.0,--.--,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
